0,0.6366197723675813430755350534900574481378385829618257949906693762355871905369061403604552110650123438242913709070318321475716473844583146115118696429268
1,-6.709177784943223798584667259954035965828741903536403002649426171059997620552479569144164501189911694191012039655910673205199836429172556082959237286367e-120
2,-38.19718634205488058453210320940344688827031497770954769944016257413523143221436842162731266390074062945748225442098869861015448832595362079926521462291
3,-5.916039927302288104941590606576234574229753132178313151284393521225575954877314091494907081928488095243716485733994873174570948489568093958689778644197e-104
4,9625.690958197829907302090008769668615844119374382806020258920968682078320918020842250082791302986641024394573454219030120814330542451535774747479399341
5,-7.00339416374966722095976843487044897736600436543909287422937319100084152765529072139417272464237239149333222050841216397288027943298487558688426349453e-89
6,-5505895.228089158706976795485016250448262836282146965043588102794086148799565107921767045777308326524501873148592847196383770670577772315757015146882621
7,-2.886969706495953223384951225099634885332948896685074030520841060190212541227634438926470507028045481035440536484057096806149528090086688006987252283084e-74
8,5.616013132650941881116331394716575457228093007789904344459864849967871775556851999018802641050828337723173230398558870736099724438615757281311009095275e9
9,-5.795270437004647702779133337918377198626643658200562739750875064940128886419931147161554673509371009429286468373376056661998763473221942694394695859083e-60
10,-8.963156959710903242261664905967654429736036440432687333757944300482562670359167678874403921623418193595073431948985618915128991259201194618657598275726e12
11,-6.649916936047890064101018982129808255421810457144808627929529696489321619513642565065651963521649479724429054865283752959311057788365237787369568752248e-46
12,2.061526100733507745720182928372560518839288381299518087357520288243741758560867860054096315854267573713433787957953345893930407440043692718457066964105e16
13,-4.723517959530829601155696656433082711695148855243308125368409377630654089888549662874870688985362757742169191121572591589364680034594870920786451110433e-32
14,-6.456699747497346259595612931662859545004651176507653147696248560220575431394559433719848539074788506674155332292981462110751712907943125613554304395256e19
15,-2.165697232494820296818002939542575347369319674390370501835142143465969312595905099221573576856476548647191654633536736745248339990403482466974530466594e-18
